"","Datum","Wochentag","Monat","Weihnachtsmarkt","Ferien","Ware_1","Ware_2","Ware_3","Ware_4","Ware_5","Ware_6","Gesamtumsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Feiertag","vor_feiertag","nach_feiertag","Temperaturklassen"
"1870",2018-08-13,2,8,0,1,193.7156402,535.128377,273.1045987,85.00566626,289.2920173,0,1376.24629946,0,7,21.9125,8,61,0,0,0,"warm"
"139",2013-11-16,7,11,0,0,126.7933974,388.4567327,137.1516431,92.52288067,261.7551812,56.27092881,1062.95076388,0,8,8.875,12,0,0,0,0,"kalt"
"1380",2017-04-10,2,4,0,1,157.0296707,371.780198,180.1852191,133.4550273,280.0389593,0,1122.4890744,0,7,9.5,19,21,0,0,0,"kalt"
"796",2015-09-04,6,9,0,0,143.9164042,348.1661814,171.8372299,75.68401356,331.5858512,0,1071.18968026,0,7,15.625,10,61,0,0,0,"normal"
"1611",2017-11-27,2,11,1,0,108.4887855,246.4859819,91.21663697,72.99641019,200.0722899,0,719.26010446,0,7,4.5625,14,61,0,0,0,"kalt"
"2101",2019-04-01,2,4,0,0,245.6192652,284.3163792,126.8808104,69.41354802,232.7670519,0,958.99705472,0,0,8.05,13,5,0,0,0,"kalt"
"50",2013-08-19,2,8,0,0,145.8791328,499.9125129,249.3911609,89.33980681,374.2471171,90.08324467,1448.85297518,0,5,18.4875,8,0,0,0,0,"normal"
"371",2014-07-06,1,7,0,0,84.80424477,538.6015052,233.4655944,54.4785321,328.5479486,0,1239.89782507,0,5,25.2375,6,0,0,0,0,"warm"
"1071",2016-06-05,1,6,0,0,56.16438849,505.1830259,204.0238255,79.47211379,256.8323108,0,1101.67566448,0,0,25.25,9,0,0,0,0,"warm"
"353",2014-06-18,4,6,0,0,137.8657779,432.5743312,153.0687143,87.67087656,370.5571821,49.95819612,1231.69507818,0,3,19.3,13,0,0,0,0,"normal"
"497",2014-11-09,1,11,0,0,118.44693,686.6706518,299.9261716,85.94992221,376.1240181,0,1567.11769371,0,3,10.625,8,0,0,0,0,"normal"
"1839",2018-07-13,6,7,0,1,212.722415,553.4720142,288.0299172,86.98364534,279.3481503,0,1420.55614204,0,0,23.975,13,5,0,0,0,"warm"
"1248",2016-11-29,3,11,1,0,103.8700828,267.0353767,89.30403917,67.85616086,199.6338633,0,727.69952283,0,3,3,9,10,0,0,0,"kalt"
"228",2014-02-13,5,2,0,0,112.4813027,299.8887512,93.03628568,109.01965,288.0262361,65.11206426,967.56428994,0,5,7.45,13,0,0,0,0,"kalt"
"1279",2016-12-30,6,12,0,1,130.7436785,488.2545998,131.3556938,58.17233334,414.9320114,0,1223.45831684,0,4,1.75,10,10,0,0,0,"kalt"
"515",2014-11-27,5,11,1,0,114.3667405,295.5307388,133.9296038,70.37753747,240.2316617,0,854.43628227,0,0,4.5,10,10,0,0,0,"kalt"
"2091",2019-03-22,6,3,0,0,92.81332669,290.7827783,114.4193453,63.73353686,285.242935,0,846.99192215,0,7,9.7,6,20,0,0,0,"kalt"
"977",2016-03-03,5,3,0,0,116.7970669,229.046717,88.96167458,141.7169028,154.9857026,0,731.50806388,0,7,4.75,5,21,0,0,0,"kalt"
"150",2013-11-27,4,11,1,0,93.53214543,249.9838886,73.154092,61.39379294,199.9711444,90.34124991,768.37631328,0,8,7.3125,12,61,0,0,0,"kalt"
"35",2013-08-04,1,8,0,0,104.7082167,862.752429,382.8564875,97.74061664,461.704849,90.62259928,2000.38519812,0,3,23.05,8,0,0,0,0,"warm"
"1573",2017-10-20,6,10,0,1,117.6373366,326.5107802,109.0211739,119.2694655,245.0855841,0,917.5243403,0,7,14.175,6,61,0,0,0,"normal"
"904",2015-12-21,2,12,1,1,112.8912227,249.4424165,97.16863588,213.6465922,178.0078679,0,851.15673518,0,7,10.25,14,21,0,0,0,"normal"
"1209",2016-10-21,6,10,0,1,114.3400239,344.2845921,157.1541952,85.68267795,228.8236123,0,930.28510145,0,6,9.875,10,61,0,0,0,"kalt"
"1378",2017-04-08,7,4,0,1,183.0654125,437.1652379,215.9293386,62.65389873,265.698215,0,1164.51210273,0,7,10.875,12,0,0,0,0,"normal"
"1166",2016-09-08,5,9,0,0,125.0919094,414.0472018,123.5585129,70.32543042,256.5952347,0,989.61828922,0,0,25.625,7,0,0,0,0,"warm"
"1511",2017-08-19,7,8,0,1,160.3283752,580.4848343,237.4686594,90.68713689,375.1550353,0,1444.12404109,0,5,16.9375,11,63,0,0,0,"normal"
"69",2013-09-07,7,9,0,0,186.034061,591.5235477,215.3390229,150.9471169,447.9917457,39.35865068,1631.19414488,0,6,22.7625,7,0,0,0,0,"warm"
"1393",2017-04-23,1,4,0,0,54.16992208,344.4781204,128.0111186,31.64972698,254.8010051,0,813.10989316,0,4,7.875,20,21,0,0,0,"kalt"
"1333",2017-02-22,4,2,0,0,61.74102748,190.3396942,71.21654597,123.1555231,193.6889597,0,640.14175045,0,6,7.375,20,61,0,0,0,"kalt"
"1194",2016-10-06,5,10,0,0,136.9459577,345.113525,101.6016366,98.64647078,221.2805568,0,903.58814688,0,7,11.25,17,20,0,0,0,"normal"
"580",2015-01-31,7,1,0,0,129.0394213,433.1838845,168.0311575,56.4990826,442.2944465,0,1229.0479924,0,7,-2.375,7,49,0,0,0,"kalt"
"1627",2017-12-13,4,12,1,0,71.08468353,194.1613093,54.56060553,79.40114054,162.96052,0,562.1682589,0,7,1.9875,12,69,0,0,0,"kalt"
"1738",2018-04-03,3,4,0,1,135.7245855,312.0424148,134.1958897,37.95471985,236.5454188,0,856.46302865,0,7,11.775,9,61,0,0,1,"normal"
"421",2014-08-25,2,8,0,0,202.2453417,453.7306468,253.3206791,137.727348,261.5695994,0,1308.593615,0,5,14.7875,13,65,0,0,0,"normal"
"1715",2018-03-11,1,3,0,0,44.51417335,468.8307073,152.2782412,74.55683633,267.9152188,0,1008.09517698,0,5,11.475,7,45,0,0,0,"normal"
"556",2015-01-07,4,1,0,0,116.0468703,289.5687395,115.6628391,197.3923854,263.0352455,0,981.7060798,0,6,5.75,10,61,0,0,0,"kalt"
"2016",2019-01-06,1,1,0,0,91.16240259,392.1365612,186.3427551,44.54933436,386.3591163,0,1100.55016955,0,7,3.65,7,61,0,0,0,"kalt"
"1163",2016-09-05,2,9,0,0,162.9844902,359.1227207,126.4570964,84.63948772,227.3699469,0,960.57374192,0,0,19.125,12,0,0,0,0,"normal"
"1293",2017-01-13,6,1,0,0,114.5327282,226.4841398,79.76153634,67.16212814,250.1003703,0,738.04090278,0,3,3.125,7,61,0,0,0,"kalt"
"701",2015-06-01,2,6,0,0,131.7998753,335.9122879,116.1686042,56.84132792,275.0026977,0,915.72479302,0,5,14.25,16,0,0,0,0,"normal"
"1974",2018-11-25,1,11,0,0,110.2855738,429.7401618,240.3666729,51.03493911,323.24149,0,1154.66883761,0,8,5.1625,12,53,0,0,0,"kalt"
"1691",2018-02-15,5,2,0,0,97.24579376,194.9141703,104.3575645,73.10913489,209.6758235,0,679.30248695,0,7,0.675,11,73,0,0,0,"kalt"
"1746",2018-04-11,4,4,0,1,82.02682342,265.2099493,68.02451012,90.86432767,171.0568704,0,677.18248091,0,8,4.7125,22,0,0,0,0,"kalt"
"1455",2017-06-24,7,6,0,0,213.3048348,631.2817654,367.6327697,94.00982472,448.0044371,0,1754.23363172,1,6,17.875,19,61,0,0,0,"normal"
"2005",2018-12-26,4,12,0,0,0,0,0,0,0,0,0,0,7,7.9125,12,0,1,0,1,"kalt"
"1556",2017-10-03,3,10,0,0,66.35547609,430.5165267,217.3800947,64.2844868,284.2912022,0,1062.82778649,0,5,14.2625,14,61,1,0,0,"normal"
"636",2015-03-28,7,3,0,0,177.2706089,428.3501023,145.9795624,168.2024238,394.7823099,0,1314.5850073,0,7,8.5,10,0,0,0,0,"kalt"
"1547",2017-09-24,1,9,0,0,101.7932779,458.4650282,168.83525,96.52963098,286.9510298,0,1112.57421688,0,7,15.8125,9,53,0,0,0,"normal"
"1918",2018-09-30,1,9,0,0,44.48656214,466.7511749,218.0273479,87.44114026,284.7298531,0,1101.4360783,0,5,13.9625,12,21,0,0,0,"normal"
"1829",2018-07-03,3,7,0,0,169.6782536,456.4884276,166.3573913,86.55705924,375.1837772,0,1254.26490894,0,0,22.4875,9,5,0,0,0,"warm"
"585",2015-02-05,5,2,0,0,133.8279626,277.5116181,78.90081392,82.27676634,297.8826453,0,870.39980626,0,5,0.75,10,22,0,0,0,"kalt"
"138",2013-11-15,6,11,0,0,122.7692977,261.6315791,93.67948694,175.1283578,210.424923,31.81391362,895.44755816,0,7,6.45,6,21,0,0,0,"kalt"
"949",2016-02-04,5,2,0,0,128.5948249,341.2867003,89.20857506,141.4262084,328.0766034,0,1028.59291206,0,5,4.25,12,22,0,0,0,"kalt"
"2112",2019-04-12,6,4,0,1,167.1797888,384.6301059,132.2198657,0,234.709252,0,918.7390124,0,5,5.2125,11,22,0,0,0,"kalt"
"130",2013-11-07,5,11,0,0,118.4706033,276.6709842,122.7454306,49.42237752,225.6840714,18.48399272,811.47745974,0,6,9.5,10,61,0,0,0,"kalt"
"455",2014-09-28,1,9,0,0,60.48296148,531.9382948,188.2730536,99.2634443,259.8294476,0,1139.78720178,0,4,18.5,7,0,0,0,0,"normal"
"930",2016-01-16,7,1,0,0,134.8204221,294.7302777,115.665082,87.00210078,274.8907407,0,907.10862328,0,7,0.5,5,10,0,0,0,"kalt"
"1138",2016-08-11,5,8,0,1,155.4451905,598.8983386,312.9984252,90.44876248,434.05348,0,1591.84419678,0,7,13.875,9,61,0,0,0,"normal"
"2011",2019-01-01,3,1,0,0,0,0,0,0,0,0,0,0,6,6.2875,26,21,1,0,0,"kalt"
"1673",2018-01-28,1,1,0,0,83.01803763,386.4187202,179.2571908,86.48382364,343.0166027,0,1078.19437497,0,6,7.6625,16,61,0,0,0,"kalt"
"856",2015-11-03,3,11,0,0,84.55367,227.3689503,85.74761798,72.47501583,241.4360934,0,711.58134751,0,7,5.125,4,45,0,0,0,"kalt"
"1636",2017-12-22,6,12,1,1,132.3405284,253.9997005,81.72678932,76.65214736,169.1486999,0,713.86786548,0,7,5.7625,9,10,0,0,0,"kalt"
"1292",2017-01-12,5,1,0,0,73.78272052,209.3511766,85.58377427,81.63784194,172.8071999,0,623.16271323,0,4,4.5,16,61,0,0,0,"kalt"
"1369",2017-03-30,5,3,0,0,151.5390227,258.3525304,115.0630145,55.05510171,167.7799129,0,747.78958221,0,7,16,12,61,0,0,0,"normal"
"85",2013-09-23,2,9,0,0,111.1284106,339.4177387,115.1739491,67.65499092,293.8817817,41.75995043,969.01682145,0,7,17.3125,14,21,0,0,0,"normal"
"1791",2018-05-26,7,5,0,0,152.9994221,576.1598768,311.4075091,90.65510656,256.3028115,0,1387.52472606,0,0,19.875,11,5,0,0,0,"normal"
"527",2014-12-09,3,12,1,0,110.4765461,264.8816247,110.1888262,73.03754975,272.8289626,0,831.41350935,0,8,2.125,9,45,0,0,0,"kalt"
"1270",2016-12-21,4,12,1,0,107.0555268,262.9339749,101.4342619,85.86368163,190.4492516,0,747.73669683,0,6,3.625,10,10,0,0,0,"kalt"
"1210",2016-10-22,7,10,0,1,160.1037778,362.9989375,142.6285234,37.73565523,247.988385,0,951.45527893,0,8,8.125,12,61,0,0,0,"kalt"
"176",2013-12-23,2,12,0,1,183.6089913,430.9426704,129.1057298,187.4665823,221.057092,42.5151374,1194.6962032,0,3,5.4875,10,0,0,0,0,"kalt"
"1068",2016-06-02,5,6,0,0,118.3667559,300.2011164,81.0016778,65.36460261,199.2615495,0,764.19570221,0,1,21.5,13,0,0,0,0,"warm"
"1633",2017-12-19,3,12,1,0,114.9542154,219.588548,73.63430881,93.82373033,149.4754304,0,651.47623294,0,7,5.9125,7,20,0,0,0,"kalt"
"1928",2018-10-10,4,10,0,1,114.3459558,407.2228812,178.3704876,65.91138248,258.4241444,0,1024.27485148,0,0,17.1,6,10,0,0,0,"normal"
"1399",2017-04-29,7,4,0,0,123.2771015,398.4643006,142.6686657,93.3756723,265.6521304,0,1023.4378705,0,4,7.125,9,61,0,0,0,"kalt"
"235",2014-02-20,5,2,0,0,115.4933054,332.2403489,122.10499,123.725264,254.6938226,47.21906961,995.47680051,0,6,9.1,11,10,0,0,0,"kalt"
"967",2016-02-22,2,2,0,0,64.10540347,236.9270355,72.37686802,79.66516188,163.4281172,0,616.50258607,0,6,5.875,15,61,0,0,0,"kalt"
"259",2014-03-16,1,3,0,0,67.16757937,427.3809445,111.8222633,95.66438161,214.9839846,32.36298452,949.3821379,0,7,9.3375,24,61,0,0,0,"kalt"
"1584",2017-10-31,3,10,0,0,0,0,0,0,0,0,0,0,0,8.925,7,0,1,0,0,"kalt"
"777",2015-08-16,1,8,0,1,70.37887685,590.4892046,272.4431559,76.79827884,295.7592647,0,1305.86878089,0,6,21.5,10,0,0,0,0,"warm"
"129",2013-11-06,4,11,0,0,109.0970011,273.95222,79.08898616,51.49258406,193.0376444,31.59811293,738.26654865,0,4,8.1375,12,63,0,0,0,"kalt"
"2025",2019-01-15,3,1,0,0,136.3926165,277.2020638,105.4973815,163.2997622,262.3964553,0,944.7882793,0,7,6.6625,18,61,0,0,0,"kalt"
"626",2015-03-18,4,3,0,0,117.2134964,292.9819133,108.6439869,69.68857957,319.376885,0,907.90486117,0,4,10.625,8,0,0,0,0,"normal"
"873",2015-11-20,6,11,0,0,74.71643827,227.8637335,68.23301723,75.66217755,187.2794984,0,633.75486495,0,7,7.75,9,61,0,0,0,"kalt"
"1198",2016-10-10,2,10,0,0,130.880964,380.1534583,144.6193348,56.18986088,272.0964601,0,983.94007808,0,7,11.125,10,61,0,0,0,"normal"
"1963",2018-11-14,4,11,0,0,96.0746494,229.7174413,79.71722723,78.90587332,170.5819019,0,654.99709315,0,7,8.4375,7,10,0,0,0,"kalt"
"682",2015-05-13,4,5,0,0,166.8147818,397.9823401,178.8600146,92.60620378,246.3726233,0,1082.63596358,0,7,11.875,16,21,0,1,0,"normal"
"665",2015-04-26,1,4,0,0,71.00712706,399.8205712,112.9506501,49.63962911,252.6673526,0,886.08533007,0,8,7,11,61,0,0,0,"kalt"
"1087",2016-06-21,3,6,0,0,122.7234688,390.8187403,147.9910766,84.21361132,250.9534447,0,996.70034172,1,4,19.875,9,0,0,0,0,"normal"
"1726",2018-03-22,5,3,0,0,140.6058086,286.1467082,81.23457373,37.66946999,215.868777,0,761.52533752,0,8,5.7625,11,61,0,0,0,"kalt"
"1230",2016-11-11,6,11,0,0,79.76250741,248.4965127,81.10401421,73.35400619,208.6519038,0,691.36894431,0,4,4.875,10,21,0,0,0,"kalt"
"1311",2017-01-31,3,1,0,0,92.89946368,221.3308575,97.60097048,93.77581825,213.4031394,0,719.01024931,0,7,3.125,15,10,0,0,0,"kalt"
"1796",2018-05-31,5,5,0,0,111.2669171,365.9928564,146.5493499,78.44325576,270.0548244,0,972.30720356,0,0,21.8875,14,5,0,0,0,"warm"
"813",2015-09-21,2,9,0,0,121.131519,341.9997243,115.7962867,127.5392498,253.4396627,0,959.9064425,0,7,13.375,6,61,0,0,0,"normal"
"771",2015-08-10,2,8,0,1,107.8238348,594.7621012,326.1812004,71.12531777,310.7881183,0,1410.68057247,0,3,22.5,8,21,0,0,0,"warm"
"252",2014-03-09,1,3,0,0,92.61853966,620.7133937,200.5150944,61.77967828,354.983558,43.44165755,1374.05192159,0,0,16.4,9,0,0,0,0,"normal"
"706",2015-06-06,7,6,0,0,160.0169122,553.1310508,251.6178498,63.51385607,279.0035775,0,1307.28324637,0,3,18.5,19,10,0,0,0,"normal"
"374",2014-07-09,4,7,0,0,116.752191,494.2528997,228.1190751,89.73778349,307.6464937,0,1236.50844299,0,0,24.65,24,5,0,0,0,"warm"
"59",2013-08-28,4,8,0,0,108.8769914,418.2979412,225.8781947,64.7180978,349.3909731,74.71380699,1241.87600519,0,0,21.3,7,0,0,0,0,"warm"
"1589",2017-11-05,1,11,0,0,79.01667201,452.1651311,186.2128996,106.2892277,238.1776962,0,1061.86162661,0,0,9.8,8,0,0,0,0,"kalt"
"793",2015-09-01,3,9,0,0,119.8900513,341.5925859,156.5020807,99.59388295,296.0094423,0,1013.58804315,0,8,17.625,12,61,0,0,0,"normal"
"206",2014-01-22,4,1,0,0,102.3444247,241.1234305,92.26418638,118.7298007,235.3465142,108.5772583,898.38561478,0,8,-3.1125,14,22,0,0,0,"kalt"
"417",2014-08-21,5,8,0,1,177.5961402,619.405497,328.982448,42.46325257,344.5910313,0,1513.03836907,0,5,16.2625,11,21,0,0,0,"normal"
"855",2015-11-02,2,11,0,0,122.8523456,285.1563333,116.5303948,137.2948194,222.3186912,0,884.1525843,0,8,9.75,5,10,0,0,0,"kalt"
"1901",2018-09-13,5,9,0,0,168.00162,375.9985505,104.532371,70.80392603,301.8472715,0,1021.18373903,0,4,17.3375,7,0,0,0,0,"normal"
"2103",2019-04-03,4,4,0,0,0,0,0,0,0,0,0,0,7,9.875,9,63,0,0,0,"kalt"
"2039",2019-01-29,3,1,0,0,90.97055348,248.6355857,74.19350399,63.27442663,298.1194858,0,775.1935556,0,6,1.575,7,68,0,0,0,"kalt"
"521",2014-12-03,4,12,1,0,133.9908025,263.7077173,107.9668605,70.4651659,246.9371342,0,823.0676804,0,7,0.625,10,10,0,0,0,"kalt"
"1235",2016-11-16,4,11,0,0,131.9974479,223.9105314,93.2104516,61.48292508,193.8496451,0,704.45100108,0,7,8.75,11,61,0,0,0,"kalt"
"380",2014-07-15,3,7,0,1,157.3850416,544.6276843,264.7345513,47.31996922,314.4817706,0,1328.54901702,0,6,22.2625,9,0,0,0,0,"warm"
"34",2013-08-03,7,8,0,1,186.0271788,930.8017032,454.7057808,60.70878576,399.2833164,60.39736792,2091.92413288,0,4,23.3625,11,63,0,0,0,"warm"
"1719",2018-03-15,5,3,0,0,224.0245439,264.6379324,118.7431066,77.17045262,221.9848914,0,906.56092692,0,8,2.4625,20,0,0,0,0,"kalt"
"1721",2018-03-17,7,3,0,0,192.5718637,352.9210124,171.6502942,84.6257281,203.1435115,0,1004.9124099,0,5,-2.225,29,73,0,0,0,"kalt"
"920",2016-01-06,4,1,0,1,90.00531084,255.1478948,77.64481055,64.03011727,186.7837667,0,673.61190016,0,0,-3,12,5,0,0,0,"kalt"
"1940",2018-10-22,2,10,0,0,163.2657939,332.6869229,118.3649824,68.94791089,288.9599205,0,972.22553059,0,2,11.1,14,0,0,0,0,"normal"
"548",2014-12-30,3,12,0,1,171.9003647,581.7409672,204.8438875,256.5357019,430.3369768,0,1645.3578981,0,7,5.25,9,21,0,0,0,"kalt"
"1557",2017-10-04,4,10,0,0,125.9918076,346.1679791,134.834527,48.01431382,222.9323287,0,877.94095622,0,0,0,0,0,0,0,1,"kalt"
"623",2015-03-15,1,3,0,0,56.96722328,461.0355773,119.5451671,86.65350795,278.612404,0,1002.81387963,0,7,5.75,13,21,0,0,0,"kalt"
"916",2016-01-02,7,1,0,1,122.8857474,534.2554624,182.7038312,213.8981601,290.2144746,0,1343.9576757,0,8,0,16,10,0,0,1,"kalt"
"1503",2017-08-11,6,8,0,1,180.9596662,505.0475027,231.4187297,101.7920555,372.782288,0,1392.0002421,0,7,16.375,8,61,0,0,0,"normal"
"1777",2018-05-12,7,5,0,0,150.0261395,603.3364445,287.0967828,74.42950252,279.2700367,0,1394.15890602,0,5,17.3375,10,0,0,0,0,"normal"
"2109",2019-04-09,3,4,0,1,157.2797513,302.1762215,156.2318208,0,225.7417213,0,841.4295149,0,1,6.6625,15,5,0,0,0,"kalt"
"1814",2018-06-18,2,6,0,0,150.6089811,453.773846,183.9055755,84.11018794,368.9087742,0,1241.30736474,1,7,17.6375,9,61,0,0,0,"normal"
"1533",2017-09-10,1,9,0,0,83.95485566,454.4700959,205.6931525,109.2225013,325.0477672,0,1178.38837256,0,2,17.65,11,0,0,0,0,"normal"
"10",2013-07-10,4,7,0,1,135.1323143,567.3657645,265.1091425,73.80565111,343.3530665,34.25804091,1419.02397982,0,2,19.6875,13,5,0,0,0,"normal"
"6",2013-07-06,7,7,0,1,174.55236,631.906068,291.5579598,80.64657689,361.8669328,38.89426768,1579.42416517,0,0,18.9625,8,0,0,0,0,"normal"
"1436",2017-06-05,2,6,0,0,51.61332042,631.2071429,300.223435,67.3861469,305.0440211,0,1355.47406632,0,1,20.125,9,0,1,0,0,"warm"
"156",2013-12-03,3,12,1,0,94.76586521,247.8266217,112.8634859,97.48251744,187.80359,108.8121019,849.55418215,0,8,1.7125,6,28,0,0,0,"kalt"
"604",2015-02-24,3,2,0,0,105.730056,243.8827008,81.96216378,115.8505496,235.5463677,0,782.97183788,0,7,5.625,12,61,0,0,0,"kalt"
"1034",2016-04-29,6,4,0,0,141.9711403,303.7369234,82.94194919,157.8760502,293.0744768,0,979.60053989,0,6,9.75,13,61,0,0,0,"kalt"
"1605",2017-11-21,3,11,0,0,90.51748349,239.8806727,75.67368914,69.69509916,164.0804162,0,639.84736069,0,7,4.9875,5,61,0,0,0,"kalt"
"1254",2016-12-05,2,12,1,0,119.6360138,248.0230297,95.50905562,91.32827549,166.8230171,0,721.31939171,0,7,3,7,0,0,0,0,"kalt"
"874",2015-11-21,7,11,0,0,101.3992646,364.0018911,94.55374878,47.50859816,218.2747544,0,825.73825704,0,7,4.5,15,63,0,0,0,"kalt"
"1086",2016-06-20,2,6,0,0,154.2343287,414.1298888,160.3664206,71.3544497,261.9290838,0,1062.0141716,1,4,20.875,10,61,0,0,0,"warm"
"1716",2018-03-12,2,3,0,0,138.1417,266.4001209,110.915536,117.9724074,220.5977828,0,854.0275471,0,7,6.5375,5,61,0,0,0,"kalt"
"1884",2018-08-27,2,8,0,0,145.1583674,367.3505936,165.7576569,108.1209537,307.8754168,0,1094.2629884,0,6,16.5375,13,63,0,0,0,"normal"
"1137",2016-08-10,4,8,0,1,146.1084447,591.248087,315.4201543,74.01207121,406.1827888,0,1532.97154601,0,4,14.5,15,95,0,0,0,"normal"
"33",2013-08-02,6,8,0,1,117.3593421,689.695101,379.5267007,59.98111236,282.3715172,87.95697893,1616.89075229,0,0,31.4375,7,0,0,0,0,"warm"
"597",2015-02-17,3,2,0,0,118.5096399,262.907455,113.350935,120.7292327,305.5429551,0,921.0402177,0,6,1.125,7,45,0,0,0,"kalt"
"1252",2016-12-03,7,12,1,0,122.4392075,303.7774319,106.2148278,182.721053,208.2482157,0,923.4007359,0,4,-0.75,6,49,0,0,0,"kalt"
"926",2016-01-12,3,1,0,0,96.77490998,209.6470668,97.12920285,93.4974094,222.618084,0,719.66667303,0,7,4,8,63,0,0,0,"kalt"
"1321",2017-02-10,6,2,0,0,121.1440211,261.3573659,90.32086575,103.705254,291.9913579,0,868.51886465,0,7,-1.75,16,10,0,0,0,"kalt"
"246",2014-03-03,2,3,0,0,123.816846,340.8437218,135.7017989,62.59252541,292.7279369,28.38209567,984.06492468,0,0,9.1875,10,5,0,0,0,"kalt"
"451",2014-09-24,4,9,0,0,108.7111238,366.5737081,152.3063011,84.83644626,271.173456,0,983.60103526,0,7,15.375,10,63,0,0,0,"normal"
"1866",2018-08-09,5,8,0,1,161.9551451,535.7976251,304.3228705,110.2858897,314.7895657,0,1427.1510961,0,5,24.575,13,21,0,0,0,"warm"
"1867",2018-08-10,6,8,0,1,175.8894308,576.611306,328.9647422,76.81166512,377.6957876,0,1535.97293172,0,5,17.325,16,61,0,0,0,"normal"
"459",2014-10-02,5,10,0,0,183.4112755,441.7373188,164.4204152,52.90746954,330.4691526,0,1172.94563164,0,6,18,6,0,0,1,0,"normal"
"2088",2019-03-19,3,3,0,0,103.918632,264.2655882,115.9511349,100.849274,279.0762383,0,864.0608674,0,3,7.0125,11,5,0,0,0,"kalt"
"2024",2019-01-14,2,1,0,0,160.8815771,244.886336,109.5483406,79.52918803,287.983719,0,882.82916073,0,2,1.9375,18,5,0,0,0,"kalt"
"211",2014-01-27,2,1,0,0,177.7976393,228.4378109,75.44598597,77.68677097,223.18861,120.9802095,903.53702664,0,5,0.7,9,69,0,0,0,"kalt"
"71",2013-09-09,2,9,0,0,169.3599685,331.981294,155.6989989,88.04324019,266.7401855,44.19530363,1056.01899072,0,8,11.575,11,63,0,0,0,"normal"
"848",2015-10-26,2,10,0,1,133.3150782,328.7381635,152.9165256,164.8589813,266.1803045,0,1046.0090531,0,0,11.375,6,0,0,0,0,"normal"
"456",2014-09-29,2,9,0,0,146.6407792,383.1895488,159.6111101,81.68376719,299.9163022,0,1071.04150749,0,6,18.125,6,0,0,0,0,"normal"
"748",2015-07-18,7,7,0,0,103.4218755,677.1999084,276.1499698,78.47564885,274.3379124,0,1409.58531495,0,2,20.875,16,0,0,0,0,"warm"
"1126",2016-07-30,7,7,0,1,166.6014269,654.881851,396.9780022,83.68294505,271.1441119,0,1573.28833705,0,4,19.625,10,65,0,0,0,"normal"
"98",2013-10-06,1,10,0,1,92.48057727,534.597185,225.3468198,52.46099878,340.7012031,96.26410655,1341.8508905,0,7,15.25,6,0,0,0,0,"normal"
"2152",2019-05-22,4,5,0,0,131.6074734,350.5625374,97.11947953,0,297.8183033,0,877.10779363,0,6,12.1,15,61,0,0,0,"normal"
"1340",2017-03-01,4,3,0,0,125.2174503,249.6807715,81.19675375,48.26887253,184.4192594,0,688.78310748,0,6,5,14,63,0,0,0,"kalt"
"392",2014-07-27,1,7,0,1,90.18163349,782.1783704,336.7029529,141.5937617,360.0723618,0,1710.72908029,0,3,25.55,12,21,0,0,0,"warm"
"352",2014-06-17,3,6,0,0,124.5622184,419.6516028,157.9955686,115.2133712,262.9319782,66.73735293,1147.09209213,0,1,20.375,7,0,0,0,0,"warm"
"225",2014-02-10,2,2,0,0,154.1837433,289.5272309,109.5884239,89.35839515,249.7735153,128.0572084,1020.48851695,0,2,6.6375,9,0,0,0,0,"kalt"
"101",2013-10-09,4,10,0,1,149.7617589,369.5406185,153.104644,85.61885861,260.8312423,83.86564326,1102.72276557,0,7,14.3125,10,21,0,0,0,"normal"
"785",2015-08-24,2,8,0,1,133.2555206,452.0096906,190.5084826,72.09811364,287.3810878,0,1135.25289524,0,6,20.75,8,0,0,0,0,"warm"
"689",2015-05-20,4,5,0,0,92.03606875,356.2076767,101.2555615,80.51395098,219.8002702,0,849.81352813,0,5,12.25,9,63,0,0,0,"normal"
"1757",2018-04-22,1,4,0,0,68.33015342,415.8868394,199.76508,79.9425697,245.4141774,0,1009.33881992,0,1,14.525,11,5,0,0,0,"normal"
"1523",2017-08-31,5,8,0,1,110.4842496,340.9303372,157.2315509,75.43407945,240.0556695,0,924.13588665,0,7,14.8875,11,61,0,0,0,"normal"
"52",2013-08-21,4,8,0,0,125.3365227,440.8156365,271.1334421,67.17513197,352.6953242,114.6624541,1371.81851157,0,5,20.125,8,0,0,0,0,"warm"
"286",2014-04-12,7,4,0,0,230.4191284,574.5264307,241.8498224,77.61450569,450.6993371,93.52023429,1668.62945858,0,4,11.2,12,0,0,0,0,"normal"
"720",2015-06-20,7,6,0,0,146.6348138,571.2781314,220.2987349,68.14386948,280.1869417,0,1286.54249128,1,5,17.125,13,0,0,0,0,"normal"
"331",2014-05-27,3,5,0,0,114.8503436,424.223658,142.3455219,81.5364761,280.0874419,153.3111996,1196.3546411,0,7,12.8875,21,21,0,0,0,"normal"
"2099",2019-03-30,7,3,0,0,153.8445723,541.306054,251.5800117,110.8201317,309.8610644,0,1367.4118341,0,1,15.5,11,5,0,0,0,"normal"
"675",2015-05-06,4,5,0,0,112.613313,326.9508192,101.8499631,79.62385771,225.0535744,0,846.09152741,0,3,17.125,11,21,0,0,0,"normal"
"1828",2018-07-02,2,7,0,0,149.3307129,440.0105886,191.1030606,66.34943568,299.4851429,0,1146.27894068,0,0,22.525,11,5,0,0,0,"warm"
