"","Datum","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","KielerWoche","Gruppe_1","Gruppe_2","Gruppe_3","Gruppe_4","Gruppe_5","Gruppe_6"
"895","11.06.2013",2,16.6625,9,NA,NA,NA,NA,NA,NA,NA,NA
"896","11.06.2014",7,20.5,8,61,NA,149.4465447,400.748049,178.1356232,70.9302793,294.969897,55.81270079
"897","11.06.2015",1,16,10,NA,NA,82.23944932,357.8528933,121.5509893,61.00120819,223.0662428,NA
"898","11.06.2016",0,17.375,12,NA,NA,146.2896919,411.5830714,228.4397995,82.58787509,293.050249,NA
"899","11.06.2017",2,25,11,NA,NA,71.28099206,468.6878479,215.1716454,109.2389853,218.9002864,NA
"900","11.06.2018",6,18.5125,15,NA,NA,167.5893678,328.00805,131.3764843,65.72666754,239.9321035,NA
"901","11.06.2019",6,18.1375,6,95,NA,NA,NA,NA,NA,NA,NA
"902","11.07.2012",6,17.15,14,29,NA,NA,NA,NA,NA,NA,NA
"903","11.07.2013",0,21.375,12,5,NA,138.5493926,569.1093746,234.6580792,68.63302791,315.911757,17.87441988
"904","11.07.2014",1,22.9375,18,NA,NA,180.7115136,574.8766675,247.3818389,71.24448517,274.7796961,NA
"905","11.07.2015",6,17.75,9,21,NA,130.1131455,579.7758738,259.5895855,76.47564172,278.282264,NA
"906","11.07.2016",6,20,13,21,NA,143.2980396,434.1207751,179.2788761,86.12981679,270.4337452,NA
"907","11.07.2017",6,19.875,11,95,NA,134.1745428,423.9948814,168.2960018,121.0449999,216.2222347,NA
"908","11.07.2018",7,19.625,12,21,NA,182.1467672,505.2443156,223.1840067,114.8464541,372.322714,NA
"909","11.07.2019",7,17.6125,6,53,NA,NA,NA,NA,NA,NA,NA
"910","11.08.2012",2,18.85,10,NA,NA,NA,NA,NA,NA,NA,NA
"911","11.08.2013",7,16.3875,9,61,NA,73.208833,666.9113082,341.03303,107.4079993,583.4917178,128.1692903
"912","11.08.2014",4,20.075,13,21,NA,186.8432875,653.8682773,333.6723933,121.7064471,330.3157994,NA
"913","11.08.2015",4,22.125,7,NA,NA,111.7194936,544.020362,281.8066323,111.5929764,270.3594192,NA
"914","11.08.2016",7,13.875,9,61,NA,155.4451905,598.8983386,312.9984252,90.44876248,434.05348,NA
"915","11.08.2017",7,16.375,8,61,NA,180.9596662,505.0475027,231.4187297,101.7920555,372.782288,NA
"916","11.08.2018",6,15.5,13,61,NA,168.1583929,545.3311926,317.3230688,111.7397896,344.6435605,NA
"917","11.09.2012",7,17.0875,12,61,NA,NA,NA,NA,NA,NA,NA
"918","11.09.2013",6,13.9,8,61,NA,103.3636866,350.8138079,156.9938342,56.2795005,266.2837425,38.5545767
"919","11.09.2014",4,17.375,13,NA,NA,165.1690516,438.9490193,160.6956658,109.9840207,279.5762293,NA
"920","11.09.2015",7,15,12,61,NA,104.9723879,370.8345267,117.6883249,93.07636271,313.1844811,NA
"921","11.09.2016",6,20.875,10,NA,NA,85.73576766,545.1768316,209.9605759,56.42755026,277.1423892,NA
"922","11.09.2017",3,17.8625,11,21,NA,148.1735808,358.7935124,104.2043396,124.299324,280.5176304,NA
"923","11.09.2018",7,16.55,12,61,NA,126.7840343,368.5166613,143.1565468,123.3231759,260.0454292,NA
"924","11.10.2012",4,11.4375,6,NA,NA,NA,NA,NA,NA,NA,NA
"925","11.10.2013",7,13.8625,20,10,NA,123.2348187,349.1129778,166.0219603,61.58908062,229.0723094,67.78720341
"926","11.10.2014",3,17,5,NA,NA,181.0710637,570.9333229,268.9131325,140.8160162,413.469929,NA
"927","11.10.2015",0,10.25,13,5,NA,86.96241184,557.7229766,195.7138397,150.5857381,331.3350338,NA
"928","11.10.2016",7,9.875,20,61,NA,85.48017576,376.5738666,193.4570925,68.03104343,250.286651,NA
"929","11.10.2017",7,14.6375,12,63,NA,114.7341523,336.8134788,143.5761799,64.60188446,184.7553802,NA
"930","11.10.2018",0,19.633333,7,0,NA,128.827791,444.2645969,180.2588366,74.41014502,302.9247264,NA
"931","11.11.2013",2,8.3125,5,NA,NA,124.5804856,277.9109099,120.1626417,78.11319983,242.681615,36.01214441
"932","11.11.2014",2,8.625,7,10,NA,122.8850789,297.9769424,120.9019769,56.9193409,274.5673674,NA
"933","11.11.2015",8,13.625,12,61,NA,97.39929145,214.420898,89.02800011,72.5262658,210.1778157,NA
"934","11.11.2016",4,4.875,10,21,NA,79.76250741,248.4965127,81.10401421,73.35400619,208.6519038,NA
"935","11.11.2017",5,5.2375,8,63,NA,119.2148466,330.8210144,95.09705883,90.75757368,180.2222569,NA
"936","11.11.2018",7,12.2375,8,61,NA,101.9948382,478.7375515,212.7556662,63.40505969,271.7639192,NA
"937","11.12.2012",6,-1.8625,14,NA,NA,NA,NA,NA,NA,NA,NA
"938","11.12.2013",7,5.025,9,10,NA,85.90798192,258.730733,76.93945689,60.80765901,155.8147783,93.86569135
"939","11.12.2014",7,4,12,95,NA,109.7545701,283.4670861,86.81581043,61.80380239,232.6715376,NA
"940","11.12.2015",5,6.125,11,63,NA,73.56275671,257.9957805,82.29084302,93.67096337,181.8189465,NA
"941","11.12.2017",8,2.2375,14,61,NA,64.11149173,202.0539979,66.8512774,99.9899199,162.3901263,NA
"942","11.12.2018",6,4.6375,11,NA,NA,107.2236414,258.8296377,90.47408921,86.26633405,202.8874834,NA
"943","12.01.2012",7,7.4375,25,61,NA,NA,NA,NA,NA,NA,NA
"944","12.01.2014",2,5.525,16,21,NA,83.40174985,582.3540796,219.4512534,74.05754056,268.0812228,32.15645945
"945","12.01.2015",7,7.5,19,61,NA,122.7170431,254.7209709,103.9800917,138.9792596,183.0193461,NA
"946","12.01.2016",7,4,8,63,NA,96.77490998,209.6470668,97.12920285,93.4974094,222.618084,NA
"947","12.01.2017",4,4.5,16,61,NA,73.78272052,209.3511766,85.58377427,81.63784194,172.8071999,NA
"948","12.01.2018",7,2.275,10,10,NA,116.2619666,213.6535416,75.53258716,98.14644386,211.6080327,NA
"949","12.01.2019",7,6.0875,13,61,NA,170.2770011,293.0454435,132.8413386,71.66434374,334.9019712,NA
"950","12.02.2012",8,-1.2375,16,72,NA,NA,NA,NA,NA,NA,NA
"951","12.02.2014",4,6.1,13,10,NA,165.7383847,304.0044116,66.71278284,69.10882255,264.8170447,76.84511083
"952","12.02.2015",8,2,4,10,NA,99.58016899,245.2350344,80.54179842,57.77292114,259.7220719,NA
"953","12.02.2016",7,3.5,6,61,NA,92.38268186,240.9461168,69.52904641,59.90581288,248.7459064,NA
"954","12.02.2017",8,0.375,17,10,NA,44.55735209,416.3792131,132.9930315,100.271587,254.5716884,NA
"955","12.02.2018",5,1.825,15,75,NA,116.3684036,236.6309901,82.15189366,67.23607022,229.22349,NA
"956","12.02.2019",4,5.225,12,20,NA,113.7296726,263.7651939,126.1289829,94.89281533,275.7264114,NA
"957","12.03.2012",5,9.0125,18,NA,NA,NA,NA,NA,NA,NA,NA
"958","12.03.2014",0,10.2125,8,0,NA,91.04741585,275.5521753,116.9290794,63.71822488,271.2824053,7.05120101
"959","12.03.2015",0,7.125,10,0,NA,123.3212102,271.0579686,94.06423457,76.92876222,210.4919956,NA
"960","12.03.2016",8,2.75,7,0,NA,156.9837378,369.2107049,123.8795947,55.70893835,257.0660098,NA
"961","12.03.2017",6,6.375,9,NA,NA,95.73562557,491.9079849,124.7899655,92.53239488,314.7634024,NA
"962","12.03.2018",7,6.5375,5,61,NA,138.1417,266.4001209,110.915536,117.9724074,220.5977828,NA
"963","12.03.2019",6,5.425,13,61,NA,120.4801558,277.8710543,84.72062011,43.31958658,213.0938131,NA
"964","12.04.2012",6,9.575,12,81,NA,NA,NA,NA,NA,NA,NA
"965","12.04.2014",4,11.2,12,0,NA,230.4191284,574.5264307,241.8498224,77.61450569,450.6993371,93.52023429
"966","12.04.2015",5,12.375,16,NA,NA,39.05486942,423.167306,148.003916,102.1053799,256.2201028,NA
"967","12.04.2016",6,8,9,61,NA,132.5214157,258.4422901,94.4609363,37.20580346,192.2170136,NA
"968","12.04.2017",7,8.75,13,61,NA,127.4662007,355.3730781,140.5370894,102.1988895,256.3317817,NA
"969","12.04.2018",5,7.975,19,5,NA,136.1880548,264.4162545,116.4626213,41.86442728,223.2494426,NA
"970","12.04.2019",5,5.2125,11,22,NA,167.1797888,384.6301059,132.2198657,NA,234.709252,NA
"971","12.05.2012",5,9.3875,23,80,NA,NA,NA,NA,NA,NA,NA
"972","12.05.2013",7,11.7125,12,61,NA,NA,NA,NA,NA,NA,NA
"973","12.05.2014",7,12.7,14,63,NA,117.6372449,328.9273327,123.8355173,68.1643312,228.7024801,84.94523792
"974","12.05.2015",7,14.625,14,63,NA,94.60187295,327.0921579,96.19475373,51.41848921,259.941675,NA
"975","12.05.2016",0,15.625,17,0,NA,120.3723496,322.6312527,111.7499095,95.24892803,261.2318541,NA
"976","12.05.2017",7,12.75,13,61,NA,155.2681626,367.7505427,126.1433396,65.11833181,327.9940304,NA
"977","12.05.2018",5,17.3375,10,0,NA,150.0261395,603.3364445,287.0967828,74.42950252,279.2700367,NA
"978","12.05.2019",1,13.0125,16,5,NA,76.60701939,545.5334219,212.6947965,NA,317.2909821,NA
"979","12.06.2012",7,14.1125,6,63,NA,NA,NA,NA,NA,NA,NA
"980","12.06.2013",5,22.35,7,NA,NA,NA,NA,NA,NA,NA,NA
"981","12.06.2014",4,19.55,12,NA,NA,139.8287288,430.9237553,169.7396007,72.3068065,282.8922389,86.1903422
"982","12.06.2015",0,20.25,10,NA,NA,110.9333453,349.5361582,142.809454,78.98793205,278.6117936,NA
"983","12.06.2016",7,13.875,7,61,NA,41.32025174,493.7095997,207.7929069,98.70694243,314.2062169,NA
"984","12.06.2017",7,16.25,16,61,NA,134.798408,321.6266994,133.1456435,85.12931793,224.8602567,NA
"985","12.06.2018",8,15.3125,12,20,NA,118.2513863,329.2632696,121.4917253,56.72195796,312.4542851,NA
"986","12.06.2019",7,16.6625,10,95,NA,NA,NA,NA,NA,NA,NA
"987","12.07.2012",5,15.4875,14,81,NA,NA,NA,NA,NA,NA,NA
"988","12.07.2013",0,20.2875,7,NA,NA,101.4475115,600.2679147,290.1990978,74.27447379,362.8024896,41.7139881
"989","12.07.2014",0,20.375,12,NA,NA,142.3310905,668.2796699,320.0662417,100.9646366,325.7124085,NA
"990","12.07.2015",7,19.25,12,61,NA,88.65405647,638.2408273,226.5769885,72.7913058,262.3039454,NA
"991","12.07.2016",4,19.125,14,95,NA,98.8521438,442.540105,170.2308757,88.84088239,272.3657805,NA
"992","12.07.2017",7,14.75,12,61,NA,92.54538564,395.3719072,154.1452306,134.7909444,305.0869147,NA
"993","12.07.2018",1,26.075,14,NA,NA,207.87934,528.5823122,225.7768651,59.43645449,284.6856699,NA
"994","12.07.2019",7,18.475,7,61,NA,NA,NA,NA,NA,NA,NA
"995","12.08.2012",1,19.7875,12,NA,NA,NA,NA,NA,NA,NA,NA
"996","12.08.2013",7,16.45,11,63,NA,154.5047295,510.0191265,253.6233555,64.50225653,356.0263417,70.40790486
"997","12.08.2014",5,16.9125,12,95,NA,155.6330565,664.2408101,358.7294013,76.83148837,334.4290563,NA
"998","12.08.2015",5,19.125,9,21,NA,105.9100851,545.0195667,253.3198854,68.13137047,376.9753318,NA
"999","12.08.2016",7,18.25,12,61,NA,172.77218,628.5405575,316.4125193,80.99558818,360.020079,NA
"1000","12.08.2017",7,15.5625,8,61,NA,150.5726007,573.9424991,293.2121023,115.6785694,496.3402766,NA
"1001","12.08.2018",7,18.375,9,61,NA,74.01892,598.0515534,358.5649336,84.88316294,350.6129444,NA
"1002","12.09.2012",4,13.9625,12,80,NA,NA,NA,NA,NA,NA,NA
"1003","12.09.2013",6,16.1125,6,61,NA,106.4744,354.2825932,128.9575311,87.49526616,291.2971157,23.94275386
"1004","12.09.2014",1,18.25,11,NA,NA,130.3659564,394.0970637,163.4962911,115.0882704,308.3391239,NA
"1005","12.09.2015",5,18.5,8,NA,NA,133.7173844,535.7358514,256.2485631,50.55681795,291.3844831,NA
"1006","12.09.2016",0,25.375,8,NA,NA,129.2961547,360.2180155,155.4716054,85.13237117,253.8372918,NA
"1007","12.09.2017",5,16.1,12,21,NA,80.75639502,347.4065806,117.4963207,111.7882383,264.7662591,NA
"1008","12.09.2018",7,14.3,11,61,NA,134.8988648,335.1451399,171.2541229,84.83643134,346.3671996,NA
"1009","12.10.2012",6,10.1375,10,61,NA,NA,NA,NA,NA,NA,NA
"1010","12.10.2013",8,13.025,21,63,NA,140.2624217,425.0708046,204.7486976,124.018842,273.2215953,86.13903881
"1011","12.10.2014",5,15.125,7,20,NA,97.98502264,599.2651072,285.6619042,71.58775991,347.9084175,NA
"1012","12.10.2015",0,8.625,12,5,NA,192.2946728,377.9265479,161.4930415,209.1668808,269.1471036,NA
"1013","12.10.2016",7,9.75,18,63,NA,98.03611556,344.0705424,159.0624875,158.4681795,294.0437574,NA
"1014","12.10.2017",6,13.1875,24,21,NA,107.9217142,382.3674628,129.5925119,55.41464581,251.4004146,NA
"1015","12.10.2018",0,21.4125,7,NA,NA,141.6359669,413.4850403,212.7163507,83.98318524,318.2666496,NA
"1016","12.11.2012",6,7.3125,12,80,NA,NA,NA,NA,NA,NA,NA
"1017","12.11.2013",7,5.9375,9,61,NA,111.9708705,257.3064981,107.2532067,58.39134118,196.4578889,23.46807067
"1018","12.11.2014",7,9.75,10,10,NA,95.34819992,341.2942256,118.8075931,60.19319341,271.0388751,NA
"1019","12.11.2015",2,13.125,17,0,NA,68.12509701,240.9658971,114.1718473,75.94295435,216.2397859,NA
"1020","12.11.2016",3,1.625,6,49,NA,138.8278281,334.9775224,113.4799868,204.6323502,279.6510177,NA
"1021","12.11.2017",7,5.575,7,61,NA,81.70690312,424.7376141,189.8145982,140.0288679,251.9190498,NA
"1022","12.11.2018",7,10.5375,4,61,NA,132.7456705,235.4167584,73.09916358,60.60125011,160.2163865,NA
"1023","12.12.2012",3,-5.7375,4,10,NA,NA,NA,NA,NA,NA,NA
"1024","12.12.2013",8,2.525,8,28,NA,88.20754497,246.4204866,99.20070939,175.4891831,180.750618,111.6666861
"1025","12.12.2014",7,7.25,18,61,NA,109.1426717,236.1447543,87.45462261,68.55904517,173.9221253,NA
"1026","12.12.2015",3,6.875,10,61,NA,116.3777054,416.8657616,130.3760399,173.1949015,263.3711832,NA
"1027","12.12.2016",7,4.875,4,61,NA,89.54611528,207.6047514,77.67376727,64.4310798,139.5444874,NA
"1028","12.12.2017",7,1.55,12,68,NA,104.1888884,195.0404683,80.27440967,108.1849583,171.7895156,NA
"1029","12.12.2018",7,4.175,12,21,NA,64.9250635,245.1568911,88.90174335,105.2219904,190.1535736,NA
"1030","13.01.2012",2,4.8,18,NA,NA,NA,NA,NA,NA,NA,NA
"1031","13.01.2014",8,3.1375,10,69,NA,103.994035,251.3217526,91.94940271,76.22008293,244.2846908,66.41552206
"1032","13.01.2015",7,7.75,14,61,NA,86.44181293,253.2671463,98.22230348,111.3052943,248.0913611,NA
"1033","13.01.2016",8,1.875,14,61,NA,69.67138146,212.7152059,76.66725036,74.88495949,216.7722446,NA
"1034","13.01.2017",3,3.125,7,61,NA,114.5327282,226.4841398,79.76153634,67.16212814,250.1003703,NA
"1035","13.01.2018",8,1.275,8,10,NA,109.6225948,326.1347968,102.9124371,71.62830519,256.5855944,NA
"1036","13.01.2019",7,7.6875,20,61,NA,47.46390995,395.2397876,164.9876296,79.28791609,319.4922503,NA
"1037","13.02.2012",6,-2.325,8,10,NA,NA,NA,NA,NA,NA,NA
"1038","13.02.2014",5,7.45,13,NA,NA,112.4813027,299.8887512,93.03628568,109.01965,288.0262361,65.11206426
"1039","13.02.2015",8,1.25,6,10,NA,91.35472889,250.6083353,106.1630727,56.088915,315.1984183,NA
"1040","13.02.2016",6,2,8,20,NA,124.4925627,426.1399334,100.4644027,58.97205531,316.7699951,NA
"1041","13.02.2017",0,-0.25,10,10,NA,119.1087203,253.4517935,78.61514043,65.22942351,248.6986831,NA
"1042","13.02.2018",0,2.6875,7,10,NA,130.2342126,221.4170705,111.7473111,104.2456051,263.0571721,NA
"1043","13.02.2019",8,7.5375,13,20,NA,103.2459621,265.4575925,77.35615848,51.36092918,228.2529421,NA
"1044","13.03.2012",6,9.95,16,1,NA,NA,NA,NA,NA,NA,NA
"1045","13.03.2014",0,13.375,10,NA,NA,141.4003697,322.8654346,112.9057364,78.24721542,231.6831869,48.60216598
"1046","13.03.2015",6,4.875,15,NA,NA,104.0972784,263.8617147,100.1923122,58.68660153,237.2340637,NA
"1047","13.03.2016",8,0.875,8,10,NA,85.12583246,457.3741924,141.8275715,87.3305739,358.1490416,NA
"1048","13.03.2017",7,6.625,7,5,NA,120.0532954,242.4645121,97.59397455,126.9472414,172.6249914,NA
"1049","13.03.2018",7,4.2625,12,61,NA,126.3053958,239.5155906,102.4355367,65.49152257,197.9885232,NA
"1050","13.03.2019",7,5.8,15,63,NA,107.020422,270.4431547,103.5167605,91.60811911,274.3624643,NA
"1051","13.04.2012",7,8.725,10,NA,NA,NA,NA,NA,NA,NA,NA
"1052","13.04.2014",6,11.0125,21,NA,NA,106.971752,631.4758009,198.0330882,293.1093983,381.8005882,105.3087246
"1053","13.04.2015",4,8.875,21,61,NA,94.53577697,286.8086553,115.7757823,33.90748293,228.4410562,NA
"1054","13.04.2016",5,9.75,11,10,NA,94.23832287,264.6077674,103.9352996,51.83631501,205.0539121,NA
"1055","13.04.2017",7,9,18,61,NA,357.8430609,538.0016071,238.9356539,83.91178598,318.637386,NA
"1056","13.04.2018",6,8.7125,15,61,NA,91.94707941,294.3704276,116.8963829,69.37957404,198.0431506,NA
"1057","13.04.2019",7,3.475,16,68,NA,191.2568044,462.9486183,157.9325831,NA,247.3867669,NA
"1058","13.05.2012",6,11.0125,10,NA,NA,NA,NA,NA,NA,NA,NA
"1059","13.05.2013",7,11.4375,10,65,NA,NA,NA,NA,NA,NA,NA
"1060","13.05.2014",7,11.5625,15,21,NA,140.0362819,297.9998145,118.9760129,129.4189037,284.6563644,62.80233525
"1061","13.05.2015",7,11.875,16,21,NA,166.8147818,397.9823401,178.8600146,92.60620378,246.3726233,NA
"1062","13.05.2016",2,17.5,16,65,NA,122.1112959,329.4504377,122.6009959,101.9111433,210.4890802,NA
"1063","13.05.2017",6,17.875,6,21,NA,132.1625955,459.7247032,209.8085305,86.78381753,337.8129001,NA
"1064","13.05.2018",2,17.25,12,10,NA,86.01256111,569.3571696,283.6837738,70.38224248,292.4534626,NA
"1065","13.05.2019",1,12.7125,11,5,NA,125.8011097,332.3661499,143.6724991,NA,263.4361158,NA
"1066","13.06.2012",4,15.1625,12,NA,NA,NA,NA,NA,NA,NA,NA
"1067","13.06.2014",7,17.45,18,21,NA,181.0769902,469.7601395,193.4993196,70.71596898,340.6369785,35.852936
"1068","13.06.2015",6,21.875,12,61,NA,149.3047383,559.8880898,242.0258786,47.0294957,238.3092037,NA
"1069","13.06.2016",7,15.25,11,63,NA,157.0325988,321.7132225,141.7810006,142.162154,209.3218947,NA
"1070","13.06.2017",6,16.125,16,21,NA,118.6418246,359.221169,144.1378646,127.3909879,251.8934355,NA
"1071","13.06.2018",7,16.4,14,61,NA,139.4156117,338.9194674,107.7929596,126.3978587,311.4029924,NA
"1072","13.06.2019",0,22.175,11,NA,NA,NA,NA,NA,NA,NA,NA
"1073","13.07.2012",6,17.0875,6,21,NA,NA,NA,NA,NA,NA,NA
"1074","13.07.2013",1,20.125,12,NA,NA,141.2333099,747.1407764,340.0466327,115.2716172,359.1661888,50.51858887
"1075","13.07.2014",7,18.6,10,61,NA,80.45311408,755.5851901,273.9407571,79.88956858,354.5178871,NA
"1076","13.07.2015",6,19.375,11,NA,NA,139.5436617,484.6443034,178.2466047,79.90736886,260.2115588,NA
"1077","13.07.2016",6,16.375,6,63,NA,136.9059684,441.1542484,179.9073647,75.83909992,290.707276,NA
"1078","13.07.2017",6,16.875,15,NA,NA,165.6925364,460.2946112,189.5807275,88.51147309,250.9685352,NA
"1079","13.07.2018",0,23.975,13,5,NA,212.722415,553.4720142,288.0299172,86.98364534,279.3481503,NA
"1080","13.07.2019",7,19.9,12,20,NA,NA,NA,NA,NA,NA,NA
"1081","13.08.2012",2,20.0375,14,NA,NA,NA,NA,NA,NA,NA,NA
"1082","13.08.2013",3,16.4,16,95,NA,134.0644515,535.4032128,271.5912838,65.92101193,344.6434639,80.11791412
"1083","13.08.2014",2,20.9375,10,NA,NA,129.9608794,677.2825643,333.6163427,44.95553091,410.8011271,NA
"1084","13.08.2015",0,20.75,13,0,NA,130.0323303,583.3603452,276.6034354,81.10521319,325.8699005,NA
"1085","13.08.2016",7,18.125,12,61,NA,242.0429876,738.2690092,402.8605672,72.72190326,456.2998338,NA
"1086","13.08.2017",4,17.825,11,21,NA,80.27513716,537.1918036,317.9818279,70.48582853,409.881574,NA
"1087","13.08.2018",7,21.9125,8,61,NA,193.7156402,535.128377,273.1045987,85.00566626,289.2920173,NA
"1088","13.09.2012",3,15.1,8,NA,NA,NA,NA,NA,NA,NA,NA
"1089","13.09.2013",6,17.4375,5,21,NA,122.5646262,413.0418644,142.4509223,48.27822477,306.3134003,51.4135956
"1090","13.09.2014",7,17,12,NA,NA,152.4970109,579.4418472,202.6802331,169.3103797,368.0803612,NA
"1091","13.09.2015",6,18.5,5,20,NA,103.7512453,500.2511212,180.6821635,103.7857745,317.0273055,NA
"1092","13.09.2016",0,27.875,8,NA,NA,110.1654911,357.8094608,176.2519446,108.1045485,224.0640106,NA
"1093","13.09.2017",7,13.3375,20,63,NA,103.4196068,337.40937,114.8187152,86.97278801,257.6569084,NA
"1094","13.09.2018",4,17.3375,7,0,NA,168.00162,375.9985505,104.532371,70.80392603,301.8472715,NA
"1095","13.10.2013",5,10.8625,5,NA,NA,42.99679263,452.2757064,187.1652999,71.24436384,248.357763,172.8659849
"1096","13.10.2014",7,12.625,12,63,NA,129.8783833,451.0108363,199.0886467,69.44918592,290.0887197,NA
"1097","13.10.2015",7,7.75,10,61,NA,121.8939077,346.3744944,131.6571718,71.29653594,272.2209231,NA
"1098","13.10.2016",6,10.875,15,0,NA,148.1859091,373.7734643,147.744752,71.32076995,241.4117914,NA
"1099","13.10.2017",6,14.1625,8,10,NA,118.2924621,309.863349,132.7048041,54.00883918,228.2344194,NA
"1100","13.11.2012",7,7.2,8,10,NA,NA,NA,NA,NA,NA,NA
"1101","13.11.2013",1,8.8,12,0,NA,78.03824834,253.6795168,119.8677485,57.77294018,243.067077,51.49815252
"1102","13.11.2014",7,10.75,4,28,NA,143.7503502,313.8890927,141.8965584,106.105028,300.5360471,NA
"1103","13.11.2015",4,11.75,19,21,NA,137.7805484,264.1517728,89.95903713,74.72447107,214.8736161,NA
"1104","13.11.2016",4,1.375,9,5,NA,55.44194521,474.0670206,155.8291695,57.12735347,315.7712207,NA
"1105","13.11.2017",2,5.9,9,10,NA,146.4656184,243.1919483,93.60099664,115.803558,190.6818094,NA
"1106","13.11.2018",7,10.325,9,61,NA,87.58440799,248.7092777,82.46807014,72.04029991,214.742733,NA
"1107","13.12.2012",7,-2.0625,4,78,NA,NA,NA,NA,NA,NA,NA
"1108","13.12.2013",7,3.5375,6,61,NA,85.53249353,215.1024544,66.20560032,71.72958378,181.3649993,110.982692
"1109","13.12.2014",5,4.75,10,61,NA,124.9566844,401.0727219,141.5321787,54.05611059,318.6599553,NA
"1110","13.12.2015",1,5.25,9,NA,NA,56.54371748,456.7547429,150.0407595,138.8689274,285.6092969,NA
"1111","13.12.2016",7,6.285714,5,10,NA,86.18804567,233.7700016,96.77619345,62.108564,167.9077201,NA
"1112","13.12.2017",7,1.9875,12,69,NA,71.08468353,194.1613093,54.56060553,79.40114054,162.96052,NA
"1113","13.12.2018",7,2.925,10,61,NA,104.1925067,255.9261191,118.2692033,85.56607836,189.7631965,NA
"1114","14.01.2012",3,2.8875,10,NA,NA,NA,NA,NA,NA,NA,NA
"1115","14.01.2014",6,4.225,6,28,NA,166.3475328,305.6190396,122.7775868,72.98902231,258.0180709,33.37990441
"1116","14.01.2015",6,3.125,16,71,NA,72.79183982,229.3841462,99.41592369,329.6365537,235.4917839,NA
"1117","14.01.2016",6,1.75,6,10,NA,103.240918,245.0417038,84.47164703,53.33985666,219.3059709,NA
"1118","14.01.2017",2,1.75,10,61,NA,128.562408,264.0181803,92.88898493,66.63341953,281.0356491,NA
"1119","14.01.2018",1,0.325,8,5,NA,49.00055923,396.3789797,151.9688589,82.96789867,326.994081,NA
"1120","14.01.2019",2,1.9375,18,5,NA,160.8815771,244.886336,109.5483406,79.52918803,287.983719,NA
"1121","14.02.2012",8,1.3,10,47,NA,NA,NA,NA,NA,NA,NA
"1122","14.02.2014",5,5.2125,9,10,NA,127.9223105,313.4180259,94.30201138,107.7744961,321.4019035,74.26743624
"1123","14.02.2015",7,1.625,9,28,NA,62.2346006,417.742377,143.3713029,75.46971836,394.0749735,NA
"1124","14.02.2016",8,2.875,20,61,NA,75.46690493,468.2752771,131.7273806,57.02264586,336.6588403,NA
"1125","14.02.2017",2,-0.75,8,49,NA,141.0735194,255.7572898,74.05929571,61.69530087,241.4147229,NA
"1126","14.02.2018",0,2.95,8,5,NA,84.2120189,236.2073654,106.3968689,78.13823709,321.8245801,NA
"1127","14.02.2019",3,7.4,10,10,NA,186.9344705,282.53854,131.9689087,65.34477853,310.4756475,NA
